Date,Price,Open,High,Low,Vol.,Change %
04/12/2023,6469.42,6473.73,6479.16,6428.92,83.45K,-0.16%
04/11/2023,6479.63,6502.46,6506.59,6473.95,91.15K,-0.14%
04/05/2023,6488.51,6470.54,6518.17,6470.54,71.96K,0.25%
04/04/2023,6472.04,6533.93,6538.97,6463.98,75.17K,-0.89%
04/03/2023,6529.99,6524.31,6529.99,6507.10,96.23K,0.47%
03/31/2023,6499.68,6635.69,6635.69,6499.68,149.73K,-2.18%
03/30/2023,6644.75,6632.56,6644.75,6610.76,81.52K,0.21%
03/29/2023,6630.97,6622.44,6630.97,6590.11,83.53K,0.42%
03/28/2023,6603.15,6607.36,6627.13,6603.15,112.75K,0.12%
03/27/2023,6595.03,6598.73,6598.73,6568.70,73.71K,-0.11%
03/24/2023,6602.17,6523.73,6602.84,6523.73,74.40K,1.01%
03/23/2023,6536.36,6514.14,6536.36,6494.06,86.36K,-0.15%
03/22/2023,6546.27,6540.45,6593.22,6540.45,84.04K,0.24%
03/21/2023,6530.75,6459.54,6530.75,6459.54,100.42K,1.24%
03/20/2023,6451.02,6452.03,6452.03,6389.48,86.38K,-0.29%
03/17/2023,6469.72,6411.18,6485.61,6409.29,143.11K,1.01%
03/16/2023,6404.91,6437.67,6437.67,6330.53,108.45K,-0.95%
03/15/2023,6466.10,6441.67,6513.26,6434.93,127.09K,1.14%
03/14/2023,6393.33,6525.75,6525.75,6393.33,136.95K,-2.31%
03/13/2023,6544.45,6529.57,6599.96,6498.40,96.40K,-0.69%
03/10/2023,6589.88,6596.16,6596.16,6518.43,171.13K,-0.29%
03/09/2023,6609.27,6711.11,6711.11,6609.27,119.53K,-1.52%
03/08/2023,6711.49,6681.21,6711.49,6617.86,141.48K,0.10%
03/07/2023,6705.12,6707.55,6739.50,6705.12,127.14K,0.51%
03/06/2023,6671.12,6673.18,6737.03,6671.12,94.82K,0.24%
03/03/2023,6655.37,6640.33,6694.36,6640.33,204.26K,0.50%
03/02/2023,6622.45,6628.35,6690.63,6598.15,149.73K,0.23%
03/01/2023,6607.13,6602.96,6630.20,6579.48,158.98K,0.78%
02/28/2023,6556.20,6609.41,6670.49,6556.20,767.44K,-0.65%
02/27/2023,6599.34,6684.45,6684.45,6537.52,165.44K,-1.29%
02/24/2023,6685.90,6704.91,6704.91,6666.41,129.18K,0.00%
02/23/2023,6685.90,6704.91,6704.91,6666.41,129.18K,-0.20%
02/22/2023,6699.23,6778.20,6778.20,6696.72,115.33K,-1.50%
02/21/2023,6800.96,6757.95,6800.96,6719.10,82.30K,0.84%
02/20/2023,6744.12,6793.86,6794.98,6735.53,74.12K,-0.51%
02/17/2023,6779.02,6805.21,6808.97,6745.54,89.81K,-0.54%
02/16/2023,6815.91,6814.26,6848.48,6808.53,146.43K,-0.09%
02/15/2023,6822.09,6790.53,6829.03,6747.10,97.10K,0.45%
02/14/2023,6791.24,6847.99,6863.74,6791.24,238.85K,-0.69%
02/13/2023,6838.76,6865.54,6902.87,6834.27,178.40K,-0.55%
02/10/2023,6876.79,6852.17,6884.20,6848.71,109.46K,0.50%
02/09/2023,6842.79,6922.13,6922.13,6840.12,115.11K,-1.16%
02/08/2023,6923.08,6885.27,6963.46,6884.49,110.30K,0.61%
02/07/2023,6881.26,6919.01,6931.79,6881.26,107.88K,-0.80%
02/06/2023,6936.61,6997.46,6997.46,6892.00,252.32K,-1.29%
02/03/2023,7027.38,7012.87,7027.38,6901.22,875.08K,0.59%
02/02/2023,6986.19,7027.92,7028.37,6959.78,257.70K,-0.70%
02/01/2023,7035.76,6814.52,7035.76,6813.77,249.66K,3.57%
01/31/2023,6793.25,6935.67,6935.67,6740.19,240.87K,-2.55%
01/30/2023,6970.97,7048.76,7053.72,6929.18,302.53K,-1.15%
01/27/2023,7052.16,7062.63,7080.40,7043.60,112.26K,0.13%
01/26/2023,7042.70,7088.14,7101.84,7042.70,128.44K,-0.55%
01/25/2023,7081.36,7072.49,7085.54,7047.73,138.91K,0.57%
01/24/2023,7041.50,7065.60,7137.62,7039.05,252.73K,-0.40%
01/23/2023,7069.68,7051.46,7069.68,7003.42,97.92K,0.19%
01/20/2023,7056.62,7056.43,7063.50,7035.65,117.08K,-0.08%
01/19/2023,7062.01,7049.80,7083.87,7043.90,194.10K,-0.46%
01/18/2023,7094.86,7008.01,7094.86,6967.87,178.91K,1.15%
01/17/2023,7014.04,7041.06,7046.45,6952.79,192.71K,-0.45%
01/16/2023,7045.48,6966.00,7132.10,6966.00,258.08K,1.35%
01/13/2023,6951.54,6833.76,6959.63,6816.42,238.43K,1.73%
01/12/2023,6833.53,6723.53,6833.53,6723.53,200.01K,1.85%
01/11/2023,6709.34,6764.68,6774.47,6709.34,209.84K,-0.70%
01/10/2023,6756.69,6783.40,6783.40,6740.03,153.93K,-0.49%
01/09/2023,6790.24,6692.30,6790.24,6685.07,150.12K,1.83%
01/06/2023,6667.97,6736.65,6736.65,6666.68,136.74K,-1.38%
01/05/2023,6761.33,6738.93,6767.05,6730.52,167.18K,0.64%
01/04/2023,6718.50,6601.50,6755.27,6601.50,209.87K,2.01%
01/03/2023,6586.01,6555.40,6624.76,6550.17,84.42K,0.30%
12/29/2022,6566.39,6553.67,6591.28,6529.69,161.07K,0.00%
12/28/2022,6566.54,6567.13,6576.71,6530.27,88.56K,0.02%
12/27/2022,6564.90,6549.09,6579.26,6519.90,75.38K,0.36%
12/26/2022,6541.03,6541.03,6541.03,6541.03,,0.00%
12/23/2022,6541.03,6567.92,6567.92,6536.67,56.10K,-0.55%
12/22/2022,6576.94,6540.93,6580.21,6521.67,183.69K,0.86%
12/21/2022,6520.80,6464.35,6521.17,6449.64,158.60K,0.97%
12/20/2022,6458.12,6412.42,6458.12,6385.20,87.79K,0.68%
12/19/2022,6414.27,6474.00,6477.99,6360.97,244.90K,-1.27%
12/16/2022,6496.50,6523.07,6552.32,6478.28,211.65K,-1.07%
12/15/2022,6566.80,6618.85,6631.09,6537.54,120.43K,-0.73%
12/14/2022,6615.07,6610.46,6632.12,6583.35,131.08K,0.50%
12/13/2022,6582.38,6611.16,6631.66,6566.95,135.97K,-0.04%
12/12/2022,6585.20,6602.58,6642.40,6566.86,106.09K,0.08%
12/09/2022,6580.12,6560.13,6580.12,6515.53,134.55K,0.84%
12/07/2022,6525.16,6662.75,6662.75,6525.16,143.05K,-2.24%
12/06/2022,6674.38,6463.01,6674.38,6456.81,132.67K,3.61%
12/05/2022,6442.13,6503.57,6541.77,6442.13,90.80K,-0.73%
12/02/2022,6489.65,6731.17,6731.17,6489.65,115.44K,-3.64%
12/01/2022,6734.99,6814.14,6814.14,6732.96,237.30K,-0.68%
11/29/2022,6780.78,6652.00,6780.78,6600.02,1.30M,1.49%
11/28/2022,6681.47,6589.83,6681.61,6570.62,141.18K,1.13%
11/25/2022,6606.94,6529.11,6606.94,6480.62,114.96K,1.17%
11/24/2022,6530.51,6503.98,6536.17,6496.89,107.83K,0.31%
11/23/2022,6510.32,6441.42,6510.32,6437.76,100.42K,1.25%
11/22/2022,6429.65,6401.40,6463.18,6401.40,106.46K,0.41%
11/21/2022,6403.24,6451.44,6451.44,6364.30,115.39K,-0.53%
11/18/2022,6437.38,6415.34,6451.61,6403.50,143.03K,0.53%
11/17/2022,6403.74,6380.81,6406.01,6366.05,102.77K,0.18%
11/16/2022,6392.09,6423.63,6423.63,6333.95,174.78K,-0.42%
11/15/2022,6418.94,6334.67,6418.94,6320.74,128.90K,1.01%
11/14/2022,6354.76,6296.22,6362.35,6289.05,140.72K,1.08%
11/11/2022,6286.77,6307.73,6349.26,6272.20,109.70K,1.93%
11/10/2022,6167.57,6230.84,6248.91,6158.26,106.48K,-1.19%
11/09/2022,6241.68,6286.25,6320.39,6236.96,112.22K,-0.75%
11/08/2022,6289.10,6303.58,6345.83,6260.50,92.01K,-0.10%
11/07/2022,6295.58,6184.79,6295.58,6167.65,101.09K,1.78%
11/04/2022,6185.53,6148.47,6185.53,6083.50,85.28K,0.48%
11/03/2022,6156.11,6155.80,6157.46,6110.03,79.11K,-0.81%
11/02/2022,6206.24,6258.91,6258.91,6159.60,120.53K,0.86%
10/31/2022,6153.43,6153.43,6153.43,6153.43,,0.00%
10/28/2022,6153.43,6210.84,6210.84,6153.43,93.14K,-1.24%
10/27/2022,6230.58,6120.90,6230.58,6111.94,95.88K,1.78%
10/26/2022,6121.53,6070.01,6121.53,6053.59,61.97K,0.79%
10/25/2022,6073.41,6038.11,6073.41,6020.88,80.83K,0.74%
10/24/2022,6028.79,6021.54,6071.70,6018.98,69.29K,0.76%
10/21/2022,5983.56,6067.63,6075.74,5983.56,80.65K,-1.20%
10/20/2022,6055.99,6137.26,6181.75,6028.49,257.90K,-1.50%
10/19/2022,6148.31,6130.95,6148.31,6077.38,80.43K,0.32%
10/18/2022,6128.64,5997.78,6128.64,5969.78,128.05K,2.65%
10/17/2022,5970.33,5901.55,5977.13,5891.78,72.24K,1.11%
10/14/2022,5904.75,5954.96,5967.69,5904.75,102.97K,0.15%
10/13/2022,5895.64,5869.85,5914.73,5841.57,78.56K,0.72%
10/12/2022,5853.63,5850.59,5873.11,5836.82,74.91K,0.11%
10/11/2022,5847.37,5849.87,5899.40,5835.22,100.57K,0.25%
10/10/2022,5832.58,5898.83,5898.83,5832.58,66.47K,-1.68%
10/07/2022,5932.19,5940.77,5941.80,5869.59,74.05K,-0.04%
10/06/2022,5934.27,5990.28,6021.58,5934.27,80.03K,-0.91%
10/05/2022,5988.59,6033.43,6033.43,5949.81,107.16K,0.01%
10/04/2022,5987.72,5851.77,5987.72,5850.65,103.38K,3.54%
10/03/2022,5783.15,5734.34,5784.19,5699.30,89.95K,0.73%
09/30/2022,5741.07,5874.57,5874.57,5741.07,180.63K,-3.26%
09/29/2022,5934.25,5967.32,6006.52,5911.65,152.03K,0.93%
09/28/2022,5879.68,6038.98,6044.17,5879.68,147.02K,-2.33%
09/27/2022,6020.07,6193.04,6193.04,5962.17,179.16K,-3.83%
09/26/2022,6259.54,6259.54,6259.54,6259.54,,0.00%
09/23/2022,6259.54,6291.37,6291.37,6235.67,126.40K,-0.67%
09/22/2022,6301.71,6304.19,6304.19,6227.58,161.11K,-0.63%
09/21/2022,6341.69,6437.40,6446.98,6315.54,128.60K,-1.66%
09/20/2022,6448.46,6459.92,6500.76,6448.46,97.75K,0.17%
09/19/2022,6437.42,6544.64,6550.02,6433.32,106.86K,-1.70%
09/16/2022,6548.77,6586.91,6588.25,6539.25,439.64K,-0.41%
09/15/2022,6575.67,6586.55,6633.63,6575.67,101.59K,-0.11%
09/14/2022,6582.86,6604.48,6618.13,6560.51,136.25K,-1.77%
09/13/2022,6701.81,6710.89,6710.89,6666.14,84.97K,-0.21%
09/12/2022,6715.75,6625.40,6715.75,6625.40,72.11K,1.66%
09/09/2022,6606.00,6593.57,6629.29,6586.72,81.13K,0.19%
09/08/2022,6593.74,6574.48,6600.66,6548.08,124.03K,0.61%
09/07/2022,6554.08,6709.46,6709.46,6554.08,118.54K,-2.32%
09/06/2022,6709.60,6681.13,6721.41,6668.41,95.47K,0.50%
09/05/2022,6676.04,6693.84,6698.54,6640.03,84.40K,-0.25%
09/02/2022,6692.65,6586.08,6692.65,6586.08,97.46K,1.58%
09/01/2022,6588.28,6594.67,6606.21,6569.17,125.63K,0.07%
08/31/2022,6583.65,6661.15,6661.15,6583.65,247.46K,-1.59%
08/30/2022,6690.27,6616.43,6690.44,6600.99,146.20K,-0.92%
08/26/2022,6752.50,6697.04,6752.50,6680.73,176.28K,0.69%
08/25/2022,6706.43,6657.18,6726.68,6656.70,61.84K,0.95%
08/24/2022,6643.45,6618.86,6677.69,6614.84,75.16K,0.38%
08/23/2022,6618.38,6680.52,6680.52,6591.83,126.04K,-1.28%
08/22/2022,6704.41,6848.95,6848.95,6704.41,119.97K,-2.32%
08/19/2022,6863.86,6834.76,6867.89,6819.15,102.64K,0.57%
08/18/2022,6824.63,6770.42,6844.14,6753.03,181.20K,0.08%
08/17/2022,6818.99,6845.65,6883.60,6817.00,155.97K,-0.46%
08/16/2022,6850.64,6735.56,6850.64,6703.09,207.02K,1.67%
08/15/2022,6737.84,6699.49,6745.96,6691.17,110.42K,0.57%
08/12/2022,6699.66,6676.27,6730.53,6646.79,173.90K,0.28%
08/11/2022,6680.68,6505.74,6680.68,6505.74,196.95K,3.23%
08/10/2022,6471.84,6464.56,6471.84,6413.96,121.55K,0.04%
08/09/2022,6468.97,6431.60,6468.97,6408.39,129.38K,0.54%
08/08/2022,6434.24,6425.47,6437.92,6370.83,119.75K,0.45%
08/05/2022,6405.50,6484.61,6519.80,6405.50,270.36K,-1.20%
08/04/2022,6483.11,6435.61,6483.11,6415.39,104.84K,0.82%
08/03/2022,6430.08,6359.97,6430.08,6336.02,133.20K,1.07%
08/02/2022,6362.30,6310.03,6362.30,6291.94,117.09K,0.80%
08/01/2022,6312.03,6309.07,6325.97,6227.33,134.74K,-0.06%
07/29/2022,6315.93,6351.70,6351.70,6265.95,117.53K,-0.99%
07/28/2022,6379.26,6274.72,6379.26,6274.72,98.84K,2.28%
07/27/2022,6236.76,6208.93,6237.27,6171.45,56.44K,0.22%
07/26/2022,6223.00,6206.80,6234.25,6201.97,74.56K,0.22%
07/25/2022,6209.53,6239.35,6241.66,6163.26,72.34K,-0.86%
07/22/2022,6263.39,6258.57,6266.63,6233.41,63.12K,0.12%
07/21/2022,6256.17,6298.31,6347.58,6245.63,149.24K,-0.30%
07/20/2022,6274.80,6294.97,6351.77,6263.99,116.83K,-0.18%
07/19/2022,6286.24,6255.57,6287.03,6249.26,90.21K,0.28%
07/18/2022,6268.78,6182.27,6268.78,6162.27,80.85K,1.19%
07/15/2022,6195.26,6240.83,6240.83,6127.26,111.78K,-0.85%
07/14/2022,6248.13,6250.06,6255.96,6166.61,111.96K,-0.12%
07/13/2022,6255.37,6347.63,6351.82,6235.57,128.06K,-1.49%
07/12/2022,6349.94,6378.34,6393.68,6349.94,80.07K,-0.61%
07/11/2022,6388.64,6381.11,6396.00,6315.52,80.81K,0.42%
07/08/2022,6361.82,6366.68,6497.97,6358.44,168.63K,0.15%
07/07/2022,6352.32,6419.90,6425.23,6332.54,127.78K,-1.44%
07/06/2022,6445.01,6323.62,6445.01,6312.09,132.59K,2.14%
07/05/2022,6309.99,6193.16,6309.99,6193.16,110.67K,2.04%
07/04/2022,6183.62,6195.90,6210.83,6160.88,100.44K,0.30%
07/01/2022,6165.35,6174.37,6223.56,6148.43,124.66K,0.16%
06/30/2022,6155.43,6321.04,6337.34,6140.22,171.47K,-2.34%
06/29/2022,6303.19,6361.23,6374.91,6303.19,131.20K,-0.67%
06/28/2022,6345.41,6247.14,6349.49,6232.05,162.34K,1.71%
06/27/2022,6238.82,6241.94,6253.51,6197.98,143.28K,0.34%
06/24/2022,6217.56,6096.48,6217.56,6096.48,142.52K,2.51%
06/23/2022,6065.23,6177.56,6215.90,6054.79,140.88K,-1.67%
06/22/2022,6168.00,6289.27,6299.41,6168.00,149.47K,-1.86%
06/21/2022,6285.19,6349.26,6370.74,6255.68,108.90K,-0.77%
06/20/2022,6333.94,6341.98,6349.01,6302.50,87.06K,0.04%
06/17/2022,6331.56,6308.86,6331.56,6273.73,281.29K,-0.96%
06/16/2022,6393.01,6374.43,6393.38,6327.23,128.02K,1.16%
06/15/2022,6319.42,6443.85,6472.64,6319.42,128.02K,-2.40%
06/14/2022,6474.53,6416.87,6474.53,6384.41,131.29K,0.12%
06/13/2022,6467.01,6503.06,6503.53,6430.45,125.31K,-0.97%
06/10/2022,6530.04,6713.33,6713.33,6530.04,121.07K,-3.38%
06/09/2022,6758.59,6796.38,6796.38,6684.63,101.69K,-0.16%
06/08/2022,6769.62,6768.35,6797.55,6733.14,110.18K,0.23%
06/07/2022,6754.01,6717.62,6754.01,6705.63,96.53K,0.55%
06/06/2022,6716.88,6747.60,6749.07,6699.97,132.10K,-0.36%
06/03/2022,6741.40,6667.62,6743.15,6653.96,93.78K,0.82%
06/02/2022,6686.83,6722.73,6722.73,6653.41,84.39K,-0.38%
06/01/2022,6712.21,6786.92,6786.92,6698.79,118.32K,-0.92%
05/31/2022,6774.68,6832.08,6832.08,6774.68,1.03M,-0.70%
05/30/2022,6822.32,6741.95,6839.27,6729.90,153.90K,1.43%
05/27/2022,6726.14,6655.51,6726.14,6641.16,142.27K,1.21%
05/26/2022,6645.52,6607.19,6645.52,6589.18,139.22K,0.72%
05/25/2022,6597.76,6580.09,6612.08,6574.98,133.83K,0.31%
05/24/2022,6577.45,6693.61,6693.61,6577.45,145.01K,-1.65%
05/23/2022,6687.85,6757.59,6757.59,6678.01,143.02K,-0.87%
05/20/2022,6746.33,6683.15,6763.74,6683.15,167.04K,1.30%
05/19/2022,6660.05,6651.17,6711.15,6597.14,225.67K,-1.00%
05/18/2022,6727.60,6621.17,6727.60,6607.98,223.60K,2.02%
05/17/2022,6594.66,6518.12,6594.66,6495.68,298.11K,1.42%
05/16/2022,6502.12,6458.57,6539.33,6458.57,173.59K,1.93%
05/13/2022,6379.17,6545.52,6569.36,6379.17,340.02K,-2.34%
05/12/2022,6532.30,6633.68,6633.68,6532.30,170.32K,-1.56%
05/11/2022,6635.86,6677.24,6695.85,6630.52,153.70K,-1.27%
05/10/2022,6720.93,6632.35,6720.93,6547.44,170.51K,-0.58%
05/09/2022,6759.90,6759.90,6759.90,6759.90,,0.00%
05/06/2022,6759.90,6800.94,6855.01,6759.90,93.33K,-1.59%
05/05/2022,6868.92,6827.94,6881.59,6785.39,104.52K,0.97%
05/04/2022,6802.73,6736.30,6802.73,6630.46,111.26K,1.21%
05/02/2022,6721.08,6742.83,6764.10,6668.39,79.48K,-0.15%
04/29/2022,6731.25,6911.64,6911.64,6731.25,189.90K,-2.58%
04/28/2022,6909.45,6858.00,6909.45,6828.85,97.70K,0.66%
04/27/2022,6863.91,6936.10,6945.30,6832.92,89.25K,-1.66%
04/26/2022,6980.02,6996.01,7001.91,6964.00,73.12K,-0.58%
04/25/2022,7020.83,6971.88,7020.83,6913.43,84.81K,0.32%
04/22/2022,6998.59,7067.93,7072.59,6959.95,76.63K,-0.89%
04/21/2022,7061.49,7145.50,7156.85,7050.62,104.83K,-1.13%
04/20/2022,7142.42,7085.23,7142.42,7067.74,92.66K,1.49%
04/19/2022,7037.74,7009.48,7047.49,7009.15,98.47K,0.60%
04/18/2022,6996.11,7010.92,7010.92,6977.40,52.80K,0.16%
04/13/2022,6984.90,6907.97,6984.90,6907.97,76.91K,1.30%
04/12/2022,6895.36,6992.97,6992.97,6895.36,105.29K,-1.33%
04/11/2022,6988.29,7017.95,7026.92,6988.29,57.40K,-0.42%
04/08/2022,7018.02,6957.42,7018.02,6950.10,87.22K,1.33%
04/07/2022,6926.03,7100.06,7120.82,6926.03,149.63K,-2.58%
04/06/2022,7109.26,7129.27,7130.92,7080.49,82.68K,-0.65%
04/05/2022,7156.07,7158.57,7158.57,7106.49,70.36K,-0.10%
04/04/2022,7163.21,7124.25,7163.21,7124.25,78.50K,0.14%
04/01/2022,7152.88,7160.48,7162.44,7103.47,101.97K,-0.70%
03/31/2022,7203.47,7173.69,7203.47,7156.49,172.40K,0.51%
03/30/2022,7167.02,7097.18,7167.02,7097.18,164.39K,0.73%
03/29/2022,7115.09,7090.22,7115.09,7062.72,115.64K,-0.27%
03/28/2022,7134.36,7120.74,7134.36,7080.37,87.93K,0.13%
03/25/2022,7124.84,7073.61,7124.84,7048.53,102.10K,0.60%
03/24/2022,7082.61,7013.39,7082.61,6985.47,125.08K,1.04%
03/23/2022,7009.43,6986.19,7013.67,6977.61,94.59K,0.01%
03/22/2022,7008.94,6940.85,7008.94,6900.49,118.36K,0.75%
03/21/2022,6956.60,7024.79,7054.98,6949.85,127.75K,-0.73%
03/18/2022,7007.63,7112.00,7140.90,7007.63,367.90K,-1.61%
03/17/2022,7122.45,7053.54,7156.77,7046.56,157.91K,1.37%
03/16/2022,7026.45,7004.57,7026.45,6957.46,143.22K,0.09%
03/15/2022,7019.92,6820.78,7019.92,6638.40,172.55K,2.98%
03/14/2022,6816.95,7076.79,7076.79,6797.09,171.86K,-4.15%
03/11/2022,7112.19,7084.78,7112.19,7044.84,118.95K,-0.18%
03/10/2022,7124.80,7094.78,7125.40,7043.45,129.81K,1.93%
03/09/2022,6989.88,6967.54,7095.12,6967.54,156.45K,0.17%
03/08/2022,6977.73,7167.95,7176.19,6977.73,231.68K,-4.26%
03/07/2022,7288.07,7304.76,7304.76,7158.33,158.55K,-0.73%
03/04/2022,7342.01,7369.80,7375.28,7320.44,87.24K,-0.62%
03/03/2022,7388.09,7319.88,7388.09,7310.24,108.95K,1.15%
03/02/2022,7304.02,7375.62,7379.13,7286.26,103.96K,-1.36%
03/01/2022,7404.61,7322.38,7404.61,7317.44,126.10K,1.28%
02/28/2022,7311.01,7175.82,7326.07,7175.82,227.99K,1.37%
02/24/2022,7212.23,7355.87,7383.90,7179.63,219.40K,-2.06%
02/23/2022,7364.21,7414.99,7414.99,7347.44,135.26K,-1.03%
02/22/2022,7440.91,7341.35,7440.91,7289.65,139.83K,0.93%
02/21/2022,7372.25,7330.44,7372.25,7257.43,141.77K,-0.63%
02/18/2022,7418.79,7419.58,7425.44,7368.67,187.38K,-0.27%
02/17/2022,7438.93,7455.09,7464.19,7423.95,167.25K,-0.19%
02/16/2022,7452.82,7324.88,7452.82,7324.88,214.47K,1.95%
02/15/2022,7309.94,7338.28,7372.65,7292.95,218.84K,-0.70%
02/14/2022,7361.15,7276.63,7361.15,7276.63,179.50K,1.25%
02/11/2022,7270.36,7446.21,7446.21,7270.36,425.91K,-2.18%
02/10/2022,7432.62,7508.73,7538.78,7427.44,173.81K,-0.93%
02/09/2022,7502.48,7475.21,7552.20,7475.21,158.87K,0.59%
02/08/2022,7458.23,7400.90,7473.71,7400.90,98.08K,1.06%
02/07/2022,7380.30,7469.29,7474.53,7378.70,166.46K,-1.02%
02/04/2022,7456.35,7407.97,7470.13,7394.44,129.61K,1.00%
02/03/2022,7382.77,7460.59,7460.59,7382.77,101.90K,-1.02%
02/02/2022,7458.99,7380.14,7517.50,7380.14,127.06K,1.32%
01/31/2022,7361.65,7279.05,7369.94,7279.05,113.97K,1.51%
01/28/2022,7251.97,7266.96,7315.31,7251.97,132.46K,-0.30%
01/27/2022,7273.52,7243.69,7275.28,7237.80,79.20K,0.27%
01/26/2022,7253.61,7283.15,7283.15,7210.21,107.96K,-0.47%
01/25/2022,7288.21,7262.63,7288.21,7242.08,83.43K,0.49%
01/24/2022,7252.64,7256.40,7256.85,7215.27,76.90K,-0.56%
01/21/2022,7293.52,7225.22,7293.52,7204.27,77.95K,0.75%
01/20/2022,7239.28,7258.17,7281.56,7218.68,181.97K,-0.31%
01/19/2022,7261.54,7304.62,7304.62,7242.28,101.47K,-1.12%
01/18/2022,7343.96,7246.35,7343.96,7244.84,69.95K,1.66%
01/17/2022,7223.83,7266.41,7280.11,7223.83,72.86K,-0.52%
01/14/2022,7261.34,7281.45,7293.44,7261.34,89.30K,-0.64%
01/13/2022,7307.75,7217.38,7317.09,7217.38,129.16K,1.28%
01/12/2022,7215.13,7142.53,7215.13,7134.00,123.14K,1.83%
01/11/2022,7085.69,7114.87,7160.80,7067.98,111.35K,-0.77%
01/10/2022,7140.67,6990.07,7156.84,6966.85,123.36K,1.85%
01/07/2022,7011.11,7074.99,7077.25,6978.08,152.30K,-1.05%
01/06/2022,7085.52,7037.99,7085.52,7008.07,114.94K,-0.08%
01/05/2022,7091.40,7069.17,7131.00,6999.17,167.23K,0.71%
01/03/2022,7041.27,7101.64,7101.64,7041.27,86.33K,-1.14%
12/31/2021,7122.63,7274.69,7274.69,7119.44,108.19K,-2.89%
12/29/2021,7334.56,7277.08,7334.56,7237.01,161.40K,0.66%
12/28/2021,7286.50,7239.78,7288.58,7239.78,90.76K,0.44%
12/27/2021,7254.80,7184.88,7254.80,7166.93,53.09K,1.02%
12/24/2021,7181.86,7257.72,7257.72,7181.86,44.99K,-0.91%
12/23/2021,7248.05,7143.67,7248.05,7143.67,131.78K,1.81%
12/22/2021,7119.19,7178.54,7201.12,7100.07,105.02K,-0.67%
12/21/2021,7167.06,7226.00,7234.90,7167.06,197.43K,-0.97%
12/20/2021,7237.61,7236.12,7239.85,7179.41,83.93K,-0.82%
12/17/2021,7297.66,7195.44,7297.66,7188.71,130.68K,0.89%
12/16/2021,7233.26,7132.58,7233.26,7132.58,144.34K,1.41%
12/15/2021,7132.58,7234.97,7263.27,7096.15,225.46K,-1.51%
12/14/2021,7241.99,7252.01,7252.01,7158.65,115.88K,0.62%
12/13/2021,7197.61,7192.80,7226.82,7165.25,115.55K,0.08%
12/10/2021,7192.17,7231.24,7231.24,7180.36,100.47K,-0.59%
12/09/2021,7234.92,7124.66,7234.92,7113.72,180.38K,1.23%
12/08/2021,7147.30,7147.30,7147.30,7147.30,,0.00%
12/07/2021,7147.30,7153.42,7170.82,7098.03,179.70K,0.23%
12/06/2021,7130.74,7075.76,7151.48,7075.76,119.56K,1.07%
12/03/2021,7055.19,7074.01,7120.07,7055.19,105.21K,0.32%
12/02/2021,7032.54,6952.48,7065.89,6945.99,168.87K,1.23%
12/01/2021,6947.06,7194.09,7194.09,6928.30,296.57K,-3.52%
11/29/2021,7200.88,7151.66,7202.72,7000.00,795.54K,-1.07%
11/26/2021,7278.44,7346.07,7346.07,7263.43,218.51K,-1.23%
11/25/2021,7369.27,7389.11,7397.58,7335.46,135.57K,-0.67%
11/24/2021,7419.10,7395.49,7419.10,7365.77,135.22K,0.24%
11/23/2021,7401.16,7272.70,7401.16,7261.11,172.69K,1.63%
11/22/2021,7282.67,7268.74,7282.67,7231.90,122.64K,0.03%
11/19/2021,7280.57,7298.09,7298.09,7209.67,140.00K,-0.26%
11/18/2021,7299.34,7358.07,7358.07,7292.78,108.60K,-0.69%
11/17/2021,7349.82,7356.87,7381.46,7344.36,105.52K,-0.24%
11/16/2021,7367.42,7343.24,7367.42,7307.71,184.42K,0.34%
11/15/2021,7342.37,7378.73,7378.73,7333.31,109.10K,-0.55%
11/12/2021,7382.84,7329.81,7387.82,7329.25,184.20K,0.70%
11/11/2021,7331.65,7360.89,7376.72,7315.22,119.84K,-0.60%
11/10/2021,7375.68,7454.49,7475.75,7361.30,131.92K,-0.89%
11/09/2021,7441.67,7415.97,7441.67,7407.28,192.74K,0.61%
11/08/2021,7396.22,7374.42,7424.94,7373.53,168.52K,0.76%
11/05/2021,7340.77,7247.21,7354.37,7243.28,189.92K,1.90%
11/04/2021,7203.72,7221.47,7224.05,7176.64,101.06K,0.26%
11/03/2021,7184.72,7136.67,7210.96,7136.67,136.54K,1.11%
11/02/2021,7106.01,7159.66,7182.61,7043.68,,0.73%
10/29/2021,7054.70,7159.66,7182.61,7043.68,179.21K,-1.44%
10/28/2021,7157.73,7235.22,7251.48,7144.44,160.17K,-1.00%
10/27/2021,7230.15,7254.20,7287.03,7218.61,180.86K,-0.30%
10/26/2021,7252.10,7221.49,7252.10,7181.47,156.37K,0.56%
10/25/2021,7211.54,7277.82,7295.35,7198.42,162.38K,-1.07%
10/22/2021,7289.61,7305.22,7305.22,7265.42,139.02K,-0.30%
10/21/2021,7311.72,7321.25,7326.10,7279.91,282.95K,0.20%
10/20/2021,7297.08,7250.46,7297.08,7250.46,169.10K,0.42%
10/19/2021,7266.31,7236.26,7289.97,7236.26,230.92K,0.64%
10/18/2021,7219.81,7193.57,7225.74,7158.24,240.88K,0.09%
10/15/2021,7213.46,7194.99,7228.59,7168.42,227.79K,0.42%
10/14/2021,7183.11,7132.19,7194.59,7132.19,217.10K,1.62%
10/13/2021,7068.92,7121.59,7159.42,7030.68,262.90K,-0.55%
